,expected,output,output disposal,probability,url,img_name
Bicycle Tubes,Regular Trash,Bicycle Tires,Hazardous Waste,0.8104050755500793,https://upload.wikimedia.org/wikipedia/commons/6/63/Changing_an_inner_tube_-_Removing_the_tire_%283%29.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/bicycle-tubes.jpg
Binder Twine,Regular Trash,Twine,Regular Trash,0.696594774723053,https://p1.pxfuel.com/preview/21/587/711/ball-cord-hemp-natural.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/binder-twine.jpg
Bleaches,Hazardous Waste,Detergents,Hazardous Waste,0.9348027110099792,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/HK_Kao_Bleaches_2.JPG/900px-HK_Kao_Bleaches_2.JPG?20091111054802,/content/drive/My Drive/neurips_colab/dataset_final/other/bleaches.jpg
Blender,Regular Trash,Blender,Regular Trash,0.9149807095527649,https://c.pxhere.com/photos/42/0e/adult_blender_drink_enjoyment_family_food_girl_home-1567561.jpg!d,/content/drive/My Drive/neurips_colab/dataset_final/other/blender.jpg
Blinds,Regular Trash,Blinds,Regular Trash,0.9876940250396729,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Window_blinds.jpg/608px-Window_blinds.jpg?20160618155945,/content/drive/My Drive/neurips_colab/dataset_final/other/blinds.jpg
Board Games,Reuse,Board Games,Reuse,0.9996298551559448,https://p0.pxfuel.com/preview/937/656/43/play-board-game-cube-human-don-t-be-angry.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/board-games.jpg
Bok Choy,Curbside Food Waste Collection,Bok Choy,Curbside Food Waste Collection,0.8243908286094666,https://upload.wikimedia.org/wikipedia/commons/9/99/Bok_Choy_%2849553125456%29.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/bok-choy.jpg
Bows,Regular Trash,Ribbons,Regular Trash,0.5287880301475525,https://p1.pxfuel.com/preview/83/214/327/bow-the-ceremony-the-ribbon-ornament.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/bows.jpg
Brake Fluid,Hazardous Waste,Brake Fluid,Hazardous Waste,0.8898553848266602,https://upload.wikimedia.org/wikipedia/commons/6/6b/Wagner_Lockheed_brake_fluid_can%2C_pic1.JPG,/content/drive/My Drive/neurips_colab/dataset_final/other/brake-fluid.jpg
Bricks,Private Disposal,Bricks,Private Disposal,0.9851332902908325,https://upload.wikimedia.org/wikipedia/commons/8/85/Mexican_bricks.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/bricks.jpg
Button Cell Batteries,Hazardous Waste,Button Cell Batteries,Hazardous Waste,0.9722846150398254,https://upload.wikimedia.org/wikipedia/commons/1/14/G13-A_LR44_button_cells-1.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/button-cell-batteries.jpg
Cabinets,Private Disposal,Kitchen Cabinets,Private Disposal,0.6294556260108948,https://cdn.pixabay.com/photo/2018/02/24/23/07/kitchen-3179437_1280.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/cabinets.jpg
Candle Wax,Regular Trash,Candle Wax,Regular Trash,0.9865756630897522,https://c0.wallpaperflare.com/preview/547/766/557/candle-wax-smoke-fire.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/candle-wax.jpg
Carbon Monoxide Detector,Regular Trash,Carbon Monoxide Detector,Regular Trash,0.9138558506965637,https://upload.wikimedia.org/wikipedia/commons/3/37/Carbon_monoxide_alarm.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/carbon-monoxide-detector.jpg
Cat Feces,Regular Trash,Kitty Litter,Regular Trash,0.9724501967430115,https://live.staticflickr.com/23/34092808_8b26f647e5_c.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/cat-feces.jpg
Caulk,Hazardous Waste,Caulk,Hazardous Waste,0.9962349534034729,https://upload.wikimedia.org/wikipedia/commons/7/72/Caulk-for-moldings_%285501214574%29.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/caulk.jpg
Ceiling Fans,Regular Trash,Ceiling Fans,Regular Trash,0.9365056753158569,https://upload.wikimedia.org/wikipedia/commons/7/76/Ceiling_fan_with_lamp.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/ceiling-fans.jpg
Cement Blocks,Private Disposal,Cement Blocks,Private Disposal,0.9944443106651306,https://upload.wikimedia.org/wikipedia/commons/7/7a/Concrete_Masonry_blocks.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/cement-blocks.jpg
Ceramic Coffee Pots,Regular Trash,Ceramic Coffee Pots,Regular Trash,0.9059593081474304,https://p1.pxfuel.com/preview/645/562/403/coffee-tea-italian-coffee-preparing-coffee.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/ceramic-coffee-pots.jpg
Ceramic Dishes,Regular Trash,Pottery,Regular Trash,0.6957668662071228,https://p0.pxfuel.com/preview/184/125/125/a7-art-art-work-bowl.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/ceramic-dishes.jpg
Ceramic Tea Pots,Regular Trash,Ceramic Tea Pots,Regular Trash,0.6058222055435181,https://p1.pxfuel.com/preview/980/449/287/teapot-tea-pot-tea.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/ceramic-tea-pots.jpg
Ceramics,Regular Trash,Pottery,Regular Trash,0.4579203426837921,https://img.rawpixel.com/s3fs-private/rawpixel_images/website_content/freerangepexels03704-image-kwvyisty.jpg?w=800&dpr=1&fit=default&crop=default&q=65&vib=3&con=3&usm=15&bg=F4F4F3&ixlib=js-2.2.1&s=c5149dc7a958f9274bfaae4a67bf2517,/content/drive/My Drive/neurips_colab/dataset_final/other/ceramics.jpg
Chalk,Regular Trash,Chalk,Regular Trash,0.9954673051834106,https://upload.wikimedia.org/wikipedia/commons/b/bf/Sidewalk_chalk.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/chalk.jpg
Charcoal,Regular Trash,Fireplace Ashes,Regular Trash,0.7115004062652588,https://p1.pxfuel.com/preview/240/187/733/carbon-black-barbecue-charcoal.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/charcoal.jpg
Chemistry Set Chemicals,Hazardous Waste,Chemistry Set Chemicals,Hazardous Waste,0.8390520811080933,https://upload.wikimedia.org/wikipedia/commons/b/b5/Chemistry_set_in_a_mahogany_case%2C_United_Kingdom%2C_1900-1910_Wellcome_L0057902.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/chemistry-set-chemicals.jpg
Chip Bags,Regular Trash,Chip Bags,Regular Trash,0.7334476709365845,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Texas-shaped_basket_with_chips.png/1178px-Texas-shaped_basket_with_chips.png?20180727211401,/content/drive/My Drive/neurips_colab/dataset_final/other/chip-bags.jpg
Chips,Curbside Food Waste Collection,Potato Chip Tube,Regular Trash,0.5681488513946533,https://www.picserver.org/assets/library/2020-11-02/originals/potato_chips06.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/chips.jpg
Cigarette Ashes,Regular Trash,Cigarette Ashes,Regular Trash,0.9879373908042908,https://i0.hippopx.com/photos/33/1017/292/smoking-ash-cigarette-butt-preview.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/cigarette-ashes.jpg
Cigarette Butts,Regular Trash,Cigarette Butts,Regular Trash,0.7511264085769653,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Cigarette_butts_in_ash.jpg/1599px-Cigarette_butts_in_ash.jpg?20170218110720,/content/drive/My Drive/neurips_colab/dataset_final/other/cigarette-butts.jpg
Clipboards,Regular Trash,Clipboards,Regular Trash,0.9954955577850342,https://p1.pxfuel.com/preview/10/238/524/clipboard-clip-business-document.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/clipboards.jpg
Coconut Milk Container,Regular Trash,Coconut Milk Container,Regular Trash,0.9888280630111694,https://images.pexels.com/photos/8646557/pexels-photo-8646557.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,/content/drive/My Drive/neurips_colab/dataset_final/other/coconut-milk-container.jpg
Compact Discs,Regular Trash,Compact Discs,Regular Trash,0.9693993330001831,https://pixnio.com/free-images/2017/07/20/2017-07-20-17-18-35-900x598.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/compact-discs.jpg
Concrete,Private Disposal,Cement Blocks,Private Disposal,0.9944443106651306,https://upload.wikimedia.org/wikipedia/commons/7/7a/Concrete_Masonry_blocks.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/concrete.jpg
Condoms,Regular Trash,Condoms,Regular Trash,0.9192265868186951,https://upload.wikimedia.org/wikipedia/commons/6/6e/Overview_condoms_of_different_brands.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/condoms.jpg
Construction Material,Private Disposal,Construction Material,Private Disposal,0.7958475351333618,https://p0.pxfuel.com/preview/750/920/853/construction-moniereisen-architecture-construction-material.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/construction-material.jpg
Contact Lenses,Regular Trash,Contact Lenses,Regular Trash,0.936123788356781,https://upload.wikimedia.org/wikipedia/commons/e/e6/Contact_lens_1.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/contact-lenses.jpg
Cork,Regular Trash,Sawdust,Private Disposal,0.7487227320671082,https://upload.wikimedia.org/wikipedia/commons/a/ad/Cork.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/cork.jpg
Cosmetics,Regular Trash,Cosmetics,Regular Trash,0.9851049780845642,https://images.pexels.com/photos/3018845/pexels-photo-3018845.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,/content/drive/My Drive/neurips_colab/dataset_final/other/cosmetics.jpg
Counter Tops,Private Disposal,Counter Tops,Private Disposal,0.9854814410209656,https://marbleunlimited.com/wp-content/uploads/2016/01/142998926_10158550463511531_903705671246869741_n.jpeg,/content/drive/My Drive/neurips_colab/dataset_final/other/counter-tops.jpg
Crayons,Regular Trash,Crayons,Regular Trash,0.961211621761322,https://upload.wikimedia.org/wikipedia/commons/8/8d/Crayons_with_colors.JPG,/content/drive/My Drive/neurips_colab/dataset_final/other/crayons.jpg
Crutches,Regular Trash,Crutches,Regular Trash,0.9999173879623413,https://upload.wikimedia.org/wikipedia/commons/8/8a/Axillary_Crutches.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/crutches.jpg
Degreasers,Hazardous Waste,Household Cleaners,Hazardous Waste,0.24984779953956604,"https://m.media-amazon.com/images/S/aplus-media/vc/09507df1-5ca7-4461-8889-8cc3de1cd0c6._CR0,0,300,300_PT0_SX300__.jpg",/content/drive/My Drive/neurips_colab/dataset_final/other/degreasers.jpg
Demolition Material,Private Disposal,Demolition Material,Private Disposal,0.9063421487808228,https://c.pxhere.com/photos/c4/f0/crash_demolition_construction_work_site_ruin_destroyed_building_rubble_destruction-810096.jpg!d,/content/drive/My Drive/neurips_colab/dataset_final/other/demolition-material.jpg
Dental Floss,Regular Trash,Dental Floss,Regular Trash,0.9704436659812927,https://upload.wikimedia.org/wikipedia/commons/9/9b/Dental_floss.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/dental-floss.jpg
Detergents,Hazardous Waste,Detergents,Hazardous Waste,0.79020756483078,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Tide_Detergent_-_Tight_%2848089718446%29.jpg/1200px-Tide_Detergent_-_Tight_%2848089718446%29.jpg?20190619021545,/content/drive/My Drive/neurips_colab/dataset_final/other/detergents.jpg
Dirt,Private Disposal,Soil,Private Disposal,0.9625509977340698,https://upload.wikimedia.org/wikipedia/commons/b/ba/Dirt.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/dirt.jpg
Dishes,Regular Trash,Dishes,Regular Trash,0.9778744578361511,https://libreshot.com/wp-content/uploads/2016/03/plates-861x566.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/dishes.jpg
Disinfectants,Hazardous Waste,Herbicide,Hazardous Waste,0.6371707320213318,https://us.evocdn.io/supplier/catalog/1155/jc949_lr.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/disinfectants.jpg
Disposable Razor Blades,Regular Trash,Disposable Razor Blades,Regular Trash,0.9322547316551208,https://c1.wallpaperflare.com/preview/325/208/993/razor-blade-blade-sharp-cut.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/disposable-razor-blades.jpg
Dog Waste,Regular Trash,Sod,Private Disposal,0.3867824673652649,"https://static.wixstatic.com/media/02dbf6_12441b3c2f364dd5bc69042484fac78f~mv2.jpg/v1/fill/w_560,h_374,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/dog%20poop.jpg",/content/drive/My Drive/neurips_colab/dataset_final/other/dog-waste.jpg
Drain Cleaners,Hazardous Waste,Herbicide,Hazardous Waste,0.3731025457382202,https://upload.wikimedia.org/wikipedia/commons/5/58/Enzymatic_drain_cleaner.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/drain-cleaners.jpg
Dry Cleaning Bags,Regular Trash,Dry Cleaning Bags,Regular Trash,0.939279317855835,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Dry_clean_rack.jpg/1599px-Dry_clean_rack.jpg?20080321195516,/content/drive/My Drive/neurips_colab/dataset_final/other/dry-cleaning-bags.jpg
Drywall,Private Disposal,Drywall,Private Disposal,0.9569827318191528,https://www.publicdomainpictures.net/pictures/10000/velka/296-1220103153r2OB.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/drywall.jpg
Dusters,Regular Trash,Toilet Brush,Regular Trash,0.3641104996204376,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/NL21-167_microfiber-feather-dusters.jpg/1600px-NL21-167_microfiber-feather-dusters.jpg?20221021181901,/content/drive/My Drive/neurips_colab/dataset_final/other/dusters.jpg
DVD,Regular Trash,DVD,Regular Trash,0.9487289190292358,https://freesvg.org/img/sheikh-tuhin-Disc.png,/content/drive/My Drive/neurips_colab/dataset_final/other/dvd.jpg
Elastics,Regular Trash,Rubber Bands,Regular Trash,0.989557683467865,https://c0.wallpaperflare.com/preview/132/422/532/elastic-bands-office-supplies-pile-rubber-bands.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/elastics.jpg
Electric Wheelchairs,Private Disposal,Electric Wheelchairs,Private Disposal,0.6276833415031433,https://cdn.pixabay.com/photo/2020/12/18/15/43/silla-de-ruedas-5842366_1280.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/electric-wheelchairs_1.jpg
Exterior Doors,Private Disposal,Exterior Doors,Private Disposal,0.8487969636917114,https://pixnio.com/free-images/2019/02/10/2019-02-10-17-28-15.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/exterior-doors.jpg
Fences,Private Disposal,Fences,Private Disposal,0.9765775799751282,https://c.pxhere.com/photos/6a/9a/picket_fences_fence_fencing_neighbor_neighbour_neighborhood-965238.jpg!d,/content/drive/My Drive/neurips_colab/dataset_final/other/fences.jpg
Fire Debris,Private Disposal,Fire Debris,Private Disposal,0.9708088636398315,https://upload.wikimedia.org/wikipedia/commons/8/80/House_Fire_Damage_and_Debris_-_Garage_and_Car_%2843402925061%29.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/fire-debris.jpg
Fireworks,Private Disposal,Fireworks,Private Disposal,0.9781442284584045,https://media.cntraveler.com/photos/649db1cfaec9c30fa76fb147/16:9/w_2560%2Cc_limit/Boston%25204th%2520of%2520July%2520Fireworks_GettyImages-498657344.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/fireworks.jpg
Fish Tank,Regular Trash,Fish Tank,Regular Trash,0.9993663430213928,https://upload.wikimedia.org/wikipedia/commons/3/3b/African_Cichlid_Fish_Tank.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/fish-tank.jpg
Flea Powder,Hazardous Waste,Needles,Private Disposal,0.8870767951011658,https://upload.wikimedia.org/wikipedia/commons/2/2b/DDTdichlorodiphenyltrichloroethane.JPG,/content/drive/My Drive/neurips_colab/dataset_final/other/flea-powder.jpg
Floor Sweepings,Regular Trash,Broom,Regular Trash,0.8645234107971191,https://p0.pxfuel.com/preview/943/120/845/broom-sweep-sweeping-work.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/floor-sweepings.jpg
Flower Pot,Regular Trash,Flower Pot,Regular Trash,0.612273633480072,https://c.pxhere.com/photos/30/87/flower_pot_flowers_flowers_in_pots_decoration-718843.jpg!d,/content/drive/My Drive/neurips_colab/dataset_final/other/flower-pot.jpg
Flower Pots (ceramic),Regular Trash,Flower Pots (ceramic),Regular Trash,0.4979020655155182,https://p1.pxfuel.com/preview/146/269/94/clay-pots-pottery-ceramic.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/flower-pots- ceramic .jpg
Fluorescent Tubes,Hazardous Waste,Fluorescent Tubes,Hazardous Waste,0.6771464347839355,https://upload.wikimedia.org/wikipedia/commons/4/4f/Fluorescent_light_strip_2_tube.JPG,/content/drive/My Drive/neurips_colab/dataset_final/other/fluorescent-tubes.jpg
Furnace Filters,Regular Trash,Air Filter,Regular Trash,0.2524856626987457,https://live.staticflickr.com/8390/8560741926_e7f67e2c37_b.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/furnace-filters.jpg
Furniture Polish,Hazardous Waste,Furniture Polish,Hazardous Waste,0.4016771614551544,https://upload.wikimedia.org/wikipedia/commons/e/ee/Restauratorin-bei-der-Arbeit.JPG,/content/drive/My Drive/neurips_colab/dataset_final/other/furniture-polish.jpg
Garden Hose,Regular Trash,Garden Hose,Regular Trash,0.999422550201416,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Hose_reel_with_hanging_water_nozzle.jpg/1599px-Hose_reel_with_hanging_water_nozzle.jpg?20170608013619,/content/drive/My Drive/neurips_colab/dataset_final/other/garden-hose.jpg
Gauze,Regular Trash,Gauze,Regular Trash,0.8413784503936768,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/ThreeTypesOfGauze.JPG/1600px-ThreeTypesOfGauze.JPG?20160202122202,/content/drive/My Drive/neurips_colab/dataset_final/other/gauze.jpg
Herbicide,Hazardous Waste,Weed Killers,Hazardous Waste,0.8553930521011353,https://blog.seftonmeadows.co.uk/wp-content/uploads/2023/05/spraying-weed-kille.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/herbicide.jpg
Hobby Supplies,Hazardous Waste,Colored Paper,Recycling,0.29149848222732544,https://c.pxhere.com/photos/56/66/art_supplies_art_school_supplies_school_supplies_creativity_colorful_color-690223.jpg!d,/content/drive/My Drive/neurips_colab/dataset_final/other/hobby-supplies.jpg
Hot Ashes,Private Disposal,Fire Debris,Private Disposal,0.6850337386131287,https://www.publicdomainpictures.net/pictures/50000/nahled/hot-ashes.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/hot-ashes.jpg
Household Cleaners,Hazardous Waste,Household Cleaners,Hazardous Waste,0.7815174460411072,https://www.picserver.org/assets/library/2020-10-25/originals/cleaning04.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/household-cleaners.jpg
Human Excrement,Private Disposal,Yams,Curbside Food Waste Collection,0.5804026126861572,https://upload.wikimedia.org/wikipedia/commons/5/50/Human_Feces_%28cropped%29.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/human-excrement.jpg
Ice Cream Containers,Regular Trash,Ice Cream Containers,Regular Trash,0.40955719351768494,https://p1.pxfuel.com/preview/855/555/710/ice-cream-sundae-raspberry-cups-vanilla-ice-cream-ice.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/ice-cream-containers.jpg
Incandescent Light Bulbs,Regular Trash,Incandescent Light Bulbs,Regular Trash,0.8009026050567627,https://cdn4.explainthatstuff.com/dimmable-led-energy-saving.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/incandescent-light-bulbs.jpg
Inkjet Cartridges,Regular Trash,Inkjet Cartridges,Regular Trash,0.9026920795440674,https://c.pxhere.com/photos/e9/25/cartridges_printer_ink_jet_printer_inkjet_ink-874149.jpg!d,/content/drive/My Drive/neurips_colab/dataset_final/other/inkjet-cartridges.jpg
Insulation,Private Disposal,Insulation,Private Disposal,0.9985124468803406,https://p1.pxfuel.com/preview/32/86/338/insulation-izolacja-pur-polyurethane-foam.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/insulation.jpg
Interior Doors,Regular Trash,Interior Doors,Regular Trash,0.9968193769454956,https://p1.pxfuel.com/preview/918/895/783/door-doorway-wall-interior-design.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/interior-doors.jpg
Jams,Curbside Food Waste Collection,Marmelades,Curbside Food Waste Collection,0.7332884073257446,https://cdn.pixabay.com/photo/2015/10/20/10/25/jams-997593_1280.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/jams.jpg
Jellies,Curbside Food Waste Collection,Candies,Curbside Food Waste Collection,0.9318609833717346,https://upload.wikimedia.org/wikipedia/commons/4/43/Mini_Fruit_Jellies.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/jellies.jpg
Kitty Litter,Regular Trash,Kitty Litter,Regular Trash,0.9998644590377808,https://upload.wikimedia.org/wikipedia/commons/f/f7/Japanese_litter_box.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/kitty-litter.jpg
Laser Cartridges,Electronics Recycling,Photocopier Cartridges,Electronics Recycling,0.43534645438194275,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Samsung_laser_toner_cartridge_side_view.jpg/1600px-Samsung_laser_toner_cartridge_side_view.jpg?20160730203456,/content/drive/My Drive/neurips_colab/dataset_final/other/laser-cartridges.jpg
Laundry Basket,Regular Trash,Laundry Basket,Regular Trash,0.5123404264450073,https://upload.wikimedia.org/wikipedia/commons/b/be/Plastic_laundry_basket.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/laundry-basket.jpg
Lead Fishing Tackle,Hazardous Waste,Screws,Regular Trash,0.2879863977432251,https://upload.wikimedia.org/wikipedia/commons/9/95/Angeln_zubehoer_grundblei_01.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/lead-fishing-tackle.jpg
Leather Scraps,Regular Trash,Leather Scraps,Regular Trash,0.8852285146713257,https://i1.pickpik.com/photos/872/265/65/leather-cowhide-leather-pattern-abstract-preview.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/leather-scraps.jpg
Liquid Cleaners,Hazardous Waste,Disinfectants,Hazardous Waste,0.8147528171539307,"https://m.media-amazon.com/images/S/aplus-media/vc/c15ac406-6b64-4a12-80c0-51d7194ecf28._CR0,0,300,300_PT0_SX300__.jpg",/content/drive/My Drive/neurips_colab/dataset_final/other/liquid-cleaners.jpg
Liquid Wastes,Private Disposal,Faucet,Private Disposal,0.3879818618297577,https://img.rawpixel.com/s3fs-private/rawpixel_images/website_content/fl23534350281-public-image.jpg?w=800&dpr=1&fit=default&crop=default&q=65&vib=3&con=3&usm=15&bg=F4F4F3&ixlib=js-2.2.1&s=01944a00803e94fabc336a09fa914481,/content/drive/My Drive/neurips_colab/dataset_final/other/liquid-wastes.jpg
Markers,Regular Trash,Crayons,Regular Trash,0.7556471228599548,https://c0.wallpaperflare.com/preview/29/488/950/bright-color-colored-markers-coloring.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/markers.jpg
Masking Tape,Regular Trash,Masking Tape,Regular Trash,0.9957513809204102,https://upload.wikimedia.org/wikipedia/commons/b/b0/PaintersTape.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/masking-tape.jpg
Mattresses,Curbside Mattress Recycling ,Styrofoam Sheets,Regular Trash,0.32775020599365234,https://www.trustedreviews.com/wp-content/uploads/sites/54/2022/11/Simba-Simbatex-Foam-Mattress-1.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/mattresses.jpg
Medicine,Drop-off - Old Prescription Medication,Prescription Bottles,Regular Trash,0.38285619020462036,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Animal_medication_veterinary_pharmaceutical_bottles.JPG/900px-Animal_medication_veterinary_pharmaceutical_bottles.JPG?20101118211738,/content/drive/My Drive/neurips_colab/dataset_final/other/medicine.jpg
Medicine Cabinet,Regular Trash - Bulky Items,Medicine Cabinet,Regular Trash - Bulky Items,0.9562609791755676,https://upload.wikimedia.org/wikipedia/commons/5/5b/PikiWiki_Israel_8731_Medicine_cabinet.JPG,/content/drive/My Drive/neurips_colab/dataset_final/other/medicine-cabinet.jpg
Mercury Switches,Hazardous Waste,Used Needles and Syringes,Private Disposal,0.6770159006118774,https://upload.wikimedia.org/wikipedia/commons/5/53/Mercury_Switch_without_housing.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/mercury-switches.jpg
Mercury Thermometer,Hazardous Waste,Used Needles and Syringes,Private Disposal,0.3605240285396576,https://upload.wikimedia.org/wikipedia/commons/b/bd/Mercury-thermometer.jpg,/content/drive/My Drive/neurips_colab/dataset_final/other/mercury-thermometer.jpg
