,expected,output,output disposal,probability,url,img_name
Cork,Regular Trash,Wine Corks (cork),Regular Trash,0.5906304121017456,https://p1.pxfuel.com/preview/366/480/960/cork-wine-mass-alcohol-wealth-drink.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/cork_1.jpg
Cotton Swab (with cardboard or wooden stick),Regular Trash,Cotton Swab (with cardboard or wooden stick),Regular Trash,0.5528489351272583,https://www.advancedentandallergy.com/wp-content/uploads/2020/12/q-tips.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/cotton-swab- with-cardboard-or-wooden-stick .jpg
Crib,Regular Trash - Bulky Items,Crib,Regular Trash - Bulky Items,0.9834169745445251,https://p1.pxfuel.com/preview/765/322/571/crib-baby-bed-baby-cot-cot.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/crib.jpg
Crib,Regular Trash - Bulky Items,Crib,Regular Trash - Bulky Items,0.9863589406013489,https://upload.wikimedia.org/wikipedia/commons/3/38/Baby_Crib_%2849935766018%29.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/crib_1.jpg
"Cutting Board (wood, plastic)",Regular Trash,"Cutting Board (wood, plastic)",Regular Trash,0.9619635939598083,https://img.rawpixel.com/s3fs-private/rawpixel_images/website_content/px1161382-image-kwvw8mal.jpg?w=800&dpr=1&fit=default&crop=default&q=65&vib=3&con=3&usm=15&bg=F4F4F3&ixlib=js-2.2.1&s=a80399b7f4b3b05974f0c17cfbe0e6cc,"/content/drive/My Drive/neurips_colab/dataset_final/wood/cutting-board- wood,-plastic _1.jpg"
"Cutting Board (wood, plastic)",Regular Trash,"Cutting Board (wood, plastic)",Regular Trash,0.7354512214660645,https://upload.wikimedia.org/wikipedia/commons/0/00/%D4%BF%D5%BF%D6%80%D5%A1%D5%BF%D5%A5%D5%AC%D5%B8%D6%82_%D5%BF%D5%A1%D5%AD%D5%BF%D5%A1%D5%AF.JPG,"/content/drive/My Drive/neurips_colab/dataset_final/wood/cutting-board- wood,-plastic _2.jpg"
Desk,Regular Trash - Bulky Items,Desk,Regular Trash - Bulky Items,0.6392394304275513,https://p1.pxfuel.com/preview/185/461/172/classroom-desk-school.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/desk.jpg
Desk,Regular Trash - Bulky Items,Desk,Regular Trash - Bulky Items,0.6392394304275513,https://p1.pxfuel.com/preview/185/461/172/classroom-desk-school.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/desk_1.jpg
Dresser,Regular Trash - Bulky Items,Dresser,Regular Trash - Bulky Items,0.9421623945236206,https://www.publicdomainpictures.net/pictures/30000/nahled/cassettone.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/dresser.jpg
Dresser,Regular Trash - Bulky Items,Dresser,Regular Trash - Bulky Items,0.9286438226699829,https://live.staticflickr.com/11/12727087_2b148b0b38_n.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/dresser_1.jpg
File Cabinets,Regular Trash - Bulky Items,File Cabinets,Regular Trash - Bulky Items,0.5163301825523376,https://upload.wikimedia.org/wikipedia/commons/a/a1/Wooden_file_cabinet.JPG,/content/drive/My Drive/neurips_colab/dataset_final/wood/file-cabinets_1.jpg
File Cabinets,Regular Trash - Bulky Items,File Cabinets,Regular Trash - Bulky Items,0.9541878700256348,https://upload.wikimedia.org/wikipedia/commons/d/da/UNOG_Library_Filing_Cabinet.JPG,/content/drive/My Drive/neurips_colab/dataset_final/wood/file-cabinets_2.jpg
Fireplace Ashes,Regular Trash,Fireplace Ashes,Regular Trash,0.7274324297904968,https://cdn.pixabay.com/photo/2019/10/24/20/15/fireplace-4575208_1280.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/fireplace-ashes.jpg
Foosball Table,Regular Trash - Bulky Items,Foosball Table,Regular Trash - Bulky Items,0.9999262094497681,https://assets.pbimgs.com/pbimgs/ab/images/dp/wcm/202307/0712/rustic-mahogany-foosball-table-l.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/foosball-table_2.jpg
Furniture,Regular Trash - Bulky Items,Furniture,Regular Trash - Bulky Items,0.48466381430625916,https://sethrolland.com/wp-content/uploads/2015/07/Cayuga-bed.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/furniture_3.jpg
Headboard,Regular Trash - Bulky Items,Headboard,Regular Trash - Bulky Items,0.9076394438743591,https://upload.wikimedia.org/wikipedia/commons/f/f8/Wooden_headboard.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/headboard.jpg
Hot Tubs,Private Disposal,Hot Tubs,Private Disposal,0.9806726574897766,https://p1.pxfuel.com/preview/224/384/994/whirlpool-hot-tub-garden-summer.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/hot-tubs_1.jpg
Hutch,Regular Trash - Bulky Items,Cabinets,Private Disposal,0.479888379573822,https://upload.wikimedia.org/wikipedia/commons/e/e5/1960s_Hutch_Dresser_-_highly_sought_after.jpg?20090827014721,/content/drive/My Drive/neurips_colab/dataset_final/wood/hutch_1.jpg
Hutch,Regular Trash - Bulky Items,Dresser,Regular Trash - Bulky Items,0.3647475242614746,https://upload.wikimedia.org/wikipedia/commons/0/0d/Antique_hutch_%2823564112672%29.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/hutch_2.jpg
Kitchen Cabinets,Private Disposal,Kitchen Cabinets,Private Disposal,0.7874676585197449,https://p1.pxfuel.com/preview/924/946/435/kitchen-house-cottage.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/kitchen-cabinets_1.jpg
Kitchen Cabinets,Private Disposal,Kitchen Cabinets,Private Disposal,0.579135000705719,https://live.staticflickr.com/3444/3846952531_bdbd5a6c7b_b.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/kitchen-cabinets_2.jpg
Ladder,Regular Trash - Bulky Items,Ladder,Regular Trash - Bulky Items,0.9818748831748962,https://images.pexels.com/photos/12498210/pexels-photo-12498210.jpeg,/content/drive/My Drive/neurips_colab/dataset_final/wood/ladder_1.jpg
Ladder,Regular Trash - Bulky Items,Ladder,Regular Trash - Bulky Items,0.7115566730499268,https://upload.wikimedia.org/wikipedia/commons/7/73/Wooden_Ladder_in_Shopping_Mall_of_Shin_Kong_Minsheng_Square_20180324.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/ladder_2.jpg
Laminated Wood,Private Disposal,Laminated Wood,Private Disposal,0.32986217737197876,https://www.publicdomainpictures.net/pictures/290000/nahled/laminat.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/laminated-wood_1.jpg
Linoleum,Private Disposal,Carpet,Private Disposal,0.6452385187149048,https://upload.wikimedia.org/wikipedia/commons/3/34/Linoleum_003.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/linoleum.jpg
Logs,Private Disposal,Logs,Private Disposal,0.8977480530738831,https://cdn.pixabay.com/photo/2016/11/20/08/03/logs-1842094_1280.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/logs.jpg
Logs,Private Disposal,Logs,Private Disposal,0.9325153827667236,https://upload.wikimedia.org/wikipedia/commons/c/c7/Logs.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/logs_1.jpg
Nightstand,Regular Trash - Bulky Items,Nightstand,Regular Trash - Bulky Items,0.8698246479034424,https://upload.wikimedia.org/wikipedia/commons/f/fb/Nightstand_%2849875913303%29.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/nightstand.jpg
Office Furniture,Regular Trash - Bulky Items,Office Furniture,Regular Trash - Bulky Items,0.69663405418396,https://cdn.casamare.us/wp-content/uploads/2020/12/atlas-79-l-shaped-home-office-furniture-desk-brown-black-3.jpg?x57043,/content/drive/My Drive/neurips_colab/dataset_final/wood/office-furniture.jpg
Ottoman,Regular Trash - Bulky Items,Ottoman,Regular Trash - Bulky Items,0.9253865480422974,https://upload.wikimedia.org/wikipedia/commons/8/83/Herter_Brothers_Ottoman%2C_1881-2%2C_High_Museum.JPG,/content/drive/My Drive/neurips_colab/dataset_final/wood/ottoman.jpg
Ottoman,Regular Trash - Bulky Items,Mattresses,Curbside Mattress Recycling ,0.7021185755729675,https://c2.peakpx.com/wallpaper/268/738/410/armchair-living-room-furniture-house-wallpaper-thumb.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/ottoman_1.jpg
Painted Wood,Private Disposal,Painted Wood,Private Disposal,0.99898761510849,https://upload.wikimedia.org/wikipedia/commons/d/d7/Old_painted_planks_texture_01.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/painted-wood.jpg
Paneling,Private Disposal,Paneling,Private Disposal,0.3781709671020508,https://c1.wallpaperflare.com/preview/410/412/858/background-tree-wood-boards.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/paneling.jpg
Particle Board,Private Disposal,Particle Board,Private Disposal,0.9724846482276917,https://upload.wikimedia.org/wikipedia/commons/d/dd/Particle_board_close_up-cut_face_PNr%C2%B00095.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/particle-board.jpg
Particle Board,Private Disposal,Particle Board,Private Disposal,0.9583097100257874,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Particle_board_close_up-horizontal-f22_PNr%C2%B00101.jpg/1086px-Particle_board_close_up-horizontal-f22_PNr%C2%B00101.jpg?20090103021644,/content/drive/My Drive/neurips_colab/dataset_final/wood/particle-board_1.jpg
Patio Chair,Regular Trash - Bulky Items,Patio Chair,Regular Trash - Bulky Items,0.8750191926956177,https://upload.wikimedia.org/wikipedia/commons/7/71/Typical_Adirondack_chair_in_eastern_Ohio.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/patio-chair.jpg
Patio Chair,Regular Trash - Bulky Items,Patio Furniture (Plastic),Regular Trash - Bulky Items,0.768486499786377,https://p1.pxfuel.com/preview/674/149/139/chairs-outdoors-relax-summer.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/patio-chair_1.jpg
Pencils,Regular Trash,Pencils,Regular Trash,0.9978673458099365,https://p1.pxfuel.com/preview/612/193/187/pencil-yellow-pencils-sharp.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/pencils.jpg
Pencils,Regular Trash,Pencils,Regular Trash,0.9537546634674072,https://live.staticflickr.com/2388/2376598010_9543d6a12b_b.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/pencils_1.jpg
Pencil Shavings,Regular Trash,Pencil Shavings,Regular Trash,0.9985894560813904,https://p1.pxfuel.com/preview/298/208/9/scraps-pencil-sharpener-shavings-waste-crayons-wood.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/pencil-shavings_1.jpg
Pianos,Private Disposal,Pianos,Private Disposal,0.718218207359314,https://upload.wikimedia.org/wikipedia/commons/3/31/John_Broadwood_%26_Sons_Grand_Piano.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/pianos.jpg
Pianos,Private Disposal,Pianos,Private Disposal,0.8520921468734741,https://cdn2.picryl.com/photo/1720/01/01/grand-piano-e07c81-1024.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/pianos_1.jpg
Picnic Table,Private Disposal,Picnic Table,Private Disposal,0.9979472756385803,https://p1.pxfuel.com/preview/537/99/608/table-field-table-wood-vacuum-nature-chair.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/picnic-table.jpg
Picnic Table,Private Disposal,Picnic Table,Private Disposal,0.995492696762085,https://cdn12.picryl.com/photo/2016/12/31/table-wooden-table-bank-434c85-1024.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/picnic-table_1.jpg
Ping Pong Table,Regular Trash - Bulky Items,Ping Pong Table,Regular Trash - Bulky Items,0.996432900428772,https://images.squarespace-cdn.com/content/v1/5e6334a5ea31d869d6c3a880/1653502159396-TBNXD89M03B38ZZDA6EE/WOOLSEY-WHITEOAKPONG+-+10.JPG?format=1500w,/content/drive/My Drive/neurips_colab/dataset_final/wood/ping-pong-table_1.jpg
Ping Pong Table,Regular Trash - Bulky Items,Ping Pong Table,Regular Trash - Bulky Items,0.9992177486419678,https://upload.wikimedia.org/wikipedia/commons/0/0c/Table_tennis_table_007.JPG,/content/drive/My Drive/neurips_colab/dataset_final/wood/ping-pong-table_2.jpg
Playhouse,Regular Trash,Swing Sets (wooden),Private Disposal,0.5431739091873169,https://c2.peakpx.com/wallpaper/556/5/101/playground-children-s-lodge-holiday-wallpaper-preview.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/playhouse_1.jpg
Playhouse,Regular Trash,Playhouse,Regular Trash,0.9976220726966858,https://upload.wikimedia.org/wikipedia/commons/5/53/Playhouse_20170820.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/playhouse_2.jpg
Plywood,Private Disposal,Plywood,Private Disposal,0.9487302899360657,https://upload.wikimedia.org/wikipedia/commons/6/66/The_original_piece_of_plywood.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/plywood.jpg
Popsicle Sticks (wooden),Curbside Food Waste Collection,Popsicle Sticks (wooden),Curbside Food Waste Collection,0.9972398281097412,https://upload.wikimedia.org/wikipedia/commons/9/98/Coloured_and_natural_craft_sticks.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/popsicle-sticks- wooden .jpg
Popsicle Sticks (wooden),Curbside Food Waste Collection,Popsicle Sticks (wooden),Curbside Food Waste Collection,0.9978764057159424,https://live.staticflickr.com/65535/47927622056_89f2288dd7_b.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/popsicle-sticks- wooden _1.jpg
Rain Barrels,Regular Trash,Rain Barrels,Regular Trash,0.5449402928352356,https://c1.wallpaperflare.com/preview/64/970/341/barrel-wooden-rain.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/rain-barrels.jpg
Rain Barrels,Regular Trash,Rain Barrels,Regular Trash,0.7047760486602783,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Water_barrel%2C_SAL_Depot%2C_Gainesville%2C_FL_%28closeup%29.jpg/675px-Water_barrel%2C_SAL_Depot%2C_Gainesville%2C_FL_%28closeup%29.jpg?20121208235056,/content/drive/My Drive/neurips_colab/dataset_final/wood/rain-barrels_1.jpg
Sawdust,Private Disposal,Cat Feces,Regular Trash,0.5691551566123962,https://live.staticflickr.com/2912/14584737027_e57ccfe4a8_b.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/sawdust.jpg
Sheetrock,Private Disposal,Construction Material,Private Disposal,0.4274786114692688,https://cdn10.picryl.com/photo/2014/09/25/galena-alaska-september-19-2013-sheetrock-is-kept-in-a-house-next-to-the-galena-d7f61a-1024.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/sheetrock.jpg
Shingles,Curbside Food Waste Collection,Shingles,Curbside Food Waste Collection,0.9757745862007141,https://www.redemptionroofing.com/wp-content/uploads/2015/07/why-choose-wood-shingles-or-shakes-1280x720.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/shingles.jpg
Shingles,Curbside Food Waste Collection,Shingles,Curbside Food Waste Collection,0.9952484965324402,https://aingerroofing.ca/wp-content/uploads/2022/06/image-from-rawpixel-id-6050702-jpeg.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/shingles_1.jpg
Sisal,Regular Trash,Sisal,Regular Trash,0.49253928661346436,https://p1.pxfuel.com/preview/794/270/446/hemp-rope-fixing-woven-cordage-sisal.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/sisal.jpg
Sisal,Regular Trash,Sisal,Regular Trash,0.9873600602149963,https://p1.pxfuel.com/preview/668/34/563/sisal-cord-wrapped-coiled.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/sisal_1.jpg
Sleeper Sofa,Regular Trash - Bulky Items,Sofas,Regular Trash,0.7740544676780701,https://p1.pxfuel.com/preview/892/1003/717/sofa-couch-living-room-home.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/sleeper-sofa_1.jpg
Sleeper Sofa,Regular Trash - Bulky Items,Sleeper Sofa,Regular Trash - Bulky Items,0.8354886770248413,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/IKEA_Elizabeth_NJ_-_November_2021_-_13.jpg/1200px-IKEA_Elizabeth_NJ_-_November_2021_-_13.jpg?20211114174128,/content/drive/My Drive/neurips_colab/dataset_final/wood/sleeper-sofa_2.jpg
Stumps,Private Disposal,Stumps,Private Disposal,0.9927113056182861,https://s0.geograph.org.uk/photos/63/39/633979_3ba63e4c.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/stumps.jpg
Stumps,Private Disposal,Stumps,Private Disposal,0.6789548397064209,https://upload.wikimedia.org/wikipedia/commons/3/36/Tree_stump1_30u06.JPG,/content/drive/My Drive/neurips_colab/dataset_final/wood/stumps_1.jpg
Swing Sets (wooden),Private Disposal,Swing Sets (wooden),Private Disposal,0.9031663537025452,https://upload.wikimedia.org/wikipedia/commons/6/68/Swingset.sized.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/swing-sets- wooden .jpg
Table,Regular Trash - Bulky Items,Table,Regular Trash - Bulky Items,0.9887813329696655,https://sethrolland.com/wp-content/uploads/2015/07/Arbol-cafe-table.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/table_2.jpg
Table,Regular Trash - Bulky Items,Table,Regular Trash - Bulky Items,0.8400239944458008,https://upload.wikimedia.org/wikipedia/commons/8/8d/Folding_table.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/table_3.jpg
Toothpicks (wooden),Regular Trash,Toothpicks (wooden),Regular Trash,0.9976807832717896,https://www.freeimageslive.co.uk/image/view/17147/_original,/content/drive/My Drive/neurips_colab/dataset_final/wood/toothpicks- wooden _1.jpg
Tree Branches,Leaf and Yard Waste,Tree Branches,Leaf and Yard Waste,0.9983223080635071,https://upload.wikimedia.org/wikipedia/commons/4/42/Branches_of_a_tree.JPG,/content/drive/My Drive/neurips_colab/dataset_final/wood/tree-branches_1.jpg
Tree Branches,Leaf and Yard Waste,Fire Debris,Private Disposal,0.6619384288787842,https://www.publicdomainpictures.net/pictures/320000/nahled/heap-of-cut-twigs-and-branches.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/tree-branches_2.jpg
Tree Cuttings,Leaf and Yard Waste,Logs,Private Disposal,0.80046546459198,https://upload.wikimedia.org/wikipedia/commons/6/67/Tree_cutting_at_Iritty_Mattannur_road_as_part_of_road_expansion_%2856%29.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/tree-cuttings_1.jpg
Tree Trunk,Private Disposal,Tree Trunk,Private Disposal,0.9611654281616211,https://p1.pxfuel.com/preview/732/1023/653/tree-trunk-bark-texture.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/tree-trunk_1.jpg
Tree Trunk,Private Disposal,Tree Trunk,Private Disposal,0.913870096206665,https://live.staticflickr.com/4001/4269852644_d19cffc96c_b.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/tree-trunk_2.jpg
Vanity,Private Disposal,Cabinets,Private Disposal,0.5534517765045166,https://i2.pickpik.com/photos/125/455/703/bathroom-vanity-toilet-counter-preview.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/vanity.jpg
Vanity,Private Disposal,Cabinets,Private Disposal,0.3250887989997864,https://live.staticflickr.com/4101/4812865461_6e1dbc828b_z.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/vanity_1.jpg
Wheelbarrow,Regular Trash - Bulky Items,Wheelbarrow,Regular Trash - Bulky Items,0.9808648228645325,https://www.stockvault.net/data/2016/12/30/220083/preview16.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/wheelbarrow_1.jpg
Wheelbarrow,Regular Trash - Bulky Items,Wheelbarrow,Regular Trash - Bulky Items,0.9999403953552246,https://upload.wikimedia.org/wikipedia/commons/f/fb/Wooden_wheelbarrow.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/wheelbarrow_2.jpg
Window Frames,Private Disposal,Curtain,Regular Trash,0.9268497824668884,https://i2.pickpik.com/photos/320/221/67/farmhouse-window-window-frame-curtains-preview.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/window-frames.jpg
Wooden Clementine Crate,Regular Trash,Wooden Clementine Crate,Regular Trash,0.9939520955085754,https://p1.pxfuel.com/preview/213/195/728/oranges-fruit-orange-vitamins-healthy-nutrition.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/wooden-clementine-crate.jpg
Wooden Clementine Crate,Regular Trash,Wooden Clementine Crate,Regular Trash,0.9972413778305054,https://p1.pxfuel.com/preview/321/208/892/food-box-fruit-healthy.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/wooden-clementine-crate_1.jpg
Wooden Pallets,Private Disposal,Wooden Pallets,Private Disposal,0.9844233393669128,https://upload.wikimedia.org/wikipedia/commons/2/25/Wooden-pallets_stacked_8.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/wooden-pallets.jpg
Wooden Pallets,Private Disposal,Wooden Pallets,Private Disposal,0.7588837146759033,https://i1.pickpik.com/photos/613/631/801/euro-pallets-wood-stack-industry-preview.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/wooden-pallets_1.jpg
Wooden Skids,Private Disposal,Wooden Pallets,Private Disposal,0.9935692548751831,https://p1.pxfuel.com/preview/180/652/892/pallet-industrial-logistic-woods-logistics-logistics-platform.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/wooden-skids.jpg
Wood Scraps (less than 4 inches),Private Disposal,Wood Scraps (less than 4 inches),Private Disposal,0.5764320492744446,https://c1.wallpaperflare.com/preview/703/623/747/building-blocks-wood-stones-toys-build.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/wood-scraps- less-than-4-inches .jpg
Wood Scraps (over 4 inches),Private Disposal,Wood Scraps (less than 4 inches),Private Disposal,0.32892343401908875,https://c1.wallpaperflare.com/preview/199/90/339/wood-chop-wood-woods-industry-nature-sawdust.jpg,/content/drive/My Drive/neurips_colab/dataset_final/wood/wood-scraps- over-4-inches .jpg
