,expected,output,output disposal,probability,url,img_name
Cable Box,Electronics Recycling,Modem,Electronics Recycling,0.27848172187805176,https://www.trustedreviews.com/wp-content/uploads/sites/54/2021/12/Mi-Box-S-main.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/cable-box_1.jpg
Calculators,Electronics Recycling,Calculators,Electronics Recycling,0.9986956715583801,https://upload.wikimedia.org/wikipedia/commons/c/cf/Casio_calculator_JS-20WK_in_201901_002.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/calculators_1.jpg
Camera Lenses,Regular Trash,Camera Lenses,Regular Trash,0.9981684684753418,https://cdn.stocksnap.io/img-thumbs/960w/camera-lens_FUL7CILDYQ.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/camera-lenses_1.jpg
Camping Gas Cartridges,Hazardous Waste,Propane Tanks,Hazardous Waste,0.3491446375846863,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/-2019-12-13_LPG_450g_camping_gas_disposable_canister_%281%29.JPG/900px--2019-12-13_LPG_450g_camping_gas_disposable_canister_%281%29.JPG?20191213123151,/content/drive/My Drive/neurips_colab/dataset_final/plastic/camping-gas-cartridges.jpg
Can Opener,Regular Trash,Can Opener,Regular Trash,0.9926456212997437,https://p1.pxfuel.com/preview/423/94/368/kitchen-modern-can-opener.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/can-opener_1.jpg
Car Seat,Regular Trash,Car Seat,Regular Trash,0.9994542002677917,https://images.pexels.com/photos/7708639/pexels-photo-7708639.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,/content/drive/My Drive/neurips_colab/dataset_final/plastic/car-seat.jpg
Cell Phone Accessories,Electronics Recycling,Cell Phone Accessories,Electronics Recycling,0.9255171418190002,https://img.rawpixel.com/s3fs-private/rawpixel_images/website_content/bs117-image-kwyt6jsg.jpg?w=800&dpr=1&fit=default&crop=default&q=65&vib=3&con=3&usm=15&bg=F4F4F3&ixlib=js-2.2.1&s=89bbad718989da4b855133d806071c42,/content/drive/My Drive/neurips_colab/dataset_final/plastic/cell-phone-accessories.jpg
Cellophane,Regular Trash,Pens,Regular Trash,0.8852483630180359,https://upload.wikimedia.org/wikipedia/commons/5/51/Cellophane.JPG,/content/drive/My Drive/neurips_colab/dataset_final/plastic/cellophane.jpg
Clam Shell Plastic Containers (Clear),Recycling,Plastic Food Trays,Recycling,0.5227850079536438,https://upload.wikimedia.org/wikipedia/commons/4/45/Rectangular_plastic_food_containers.JPG,/content/drive/My Drive/neurips_colab/dataset_final/plastic/clam-shell-plastic-containers- clear .jpg
Coffee Cup Lids (plastic),Recycling,Coffee Cup Lids (plastic),Recycling,0.7615700960159302,https://p1.pxfuel.com/preview/215/434/321/coffee-lid-plastic.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/coffee-cup-lids- plastic .jpg
Coffee Cups (plastic),Recycling,Starbucks Cup (paper),Regular Trash,0.3510468900203705,https://c0.wallpaperflare.com/preview/118/88/1011/black-plastic-disposable-cup-on-brown-surface.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/coffee-cups- plastic .jpg
Coffee Stir Sticks (plastic),Recycling,Forks,Regular Trash,0.3573077619075775,https://upload.wikimedia.org/wikipedia/commons/a/a6/Touillettes.JPG,/content/drive/My Drive/neurips_colab/dataset_final/plastic/coffee-stir-sticks- plastic .jpg
Compact Disc Cases,Regular Trash,Compact Disc Cases,Regular Trash,0.9937699437141418,https://upload.wikimedia.org/wikipedia/commons/a/a4/Cd_jewel_case%2C_no_art%2C_right_angle.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/compact-disc-cases.jpg
Contact Lens Cases,Regular Trash,Contact Lens Cases,Regular Trash,0.48436740040779114,https://pixnio.com/free-images/objects/opened-contact-lens-case-revealing-its-contents.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/contact-lens-cases.jpg
Cookie Bag,Regular Trash,Cookie Bag,Regular Trash,0.9880971908569336,https://p1.pxfuel.com/preview/778/801/158/cantuccini-gift-packaging-biscuit-bag-pastries-cookie.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/cookie-bag.jpg
Cotton Swab (with plastic stick),Regular Trash,Cotton Swab (with plastic stick),Regular Trash,0.5994921922683716,https://p0.pxfuel.com/preview/16/520/1022/gxl-cotton-plastic-cotton-swabs.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/cotton-swab- with-plastic-stick .jpg
"Crates (wooden, plastic)",Private Disposal,Plastic Baskets,Recycling,0.5357658863067627,https://p1.pxfuel.com/preview/651/134/362/folding-box-folding-shopping-stow.jpg,"/content/drive/My Drive/neurips_colab/dataset_final/plastic/crates- wooden,-plastic .jpg"
"Cutting Board (wood, plastic)",Regular Trash,Colored Paper,Recycling,0.8084217309951782,https://p1.pxfuel.com/preview/951/664/8/chopping-board-cutting-board-colorful-wood.jpg,"/content/drive/My Drive/neurips_colab/dataset_final/plastic/cutting-board- wood,-plastic .jpg"
Deodorant Spray Bottles,Regular Trash,Aerosol Air Freshener (empty),Regular Trash,0.45982229709625244,https://p1.pxfuel.com/preview/729/29/283/perfume-deodorant-old-spice.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/deodorant-spray-bottles.jpg
Deodorant Sticks,Regular Trash,Deoderant Roll-on,Regular Trash,0.3592436909675598,https://static.openbeautyfacts.org/images/products/50287062/front_en.12.400.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/deodorant-sticks.jpg
Diapers,Regular Trash,Diapers,Regular Trash,0.9942334294319153,https://p1.pxfuel.com/preview/358/312/849/baby-cloth-clothing-color.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/diapers.jpg
Dishwasher,Regular Trash - Bulky Items,Dishwasher,Regular Trash - Bulky Items,0.996215283870697,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/24-inch_Built-In_Dishwasher_%28F89088VI-M-1%29.jpg/808px-24-inch_Built-In_Dishwasher_%28F89088VI-M-1%29.jpg?20210524063247,/content/drive/My Drive/neurips_colab/dataset_final/plastic/dishwasher_2.jpg
Disposable Lighters,Regular Trash,Lighters,Regular Trash,0.8396173119544983,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Hand_holding_burning_lighter.jpg/1600px-Hand_holding_burning_lighter.jpg?20160929164004,/content/drive/My Drive/neurips_colab/dataset_final/plastic/disposable-lighters.jpg
Drink Boxes,Regular Trash,Milk Cartons,Regular Trash,0.6304032206535339,https://s3.amazonaws.com/arc-wordpress-client-uploads/wweek/wp-content/uploads/2018/06/09200616/4282789501_8b8b28ea5f_o.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/drink-boxes.jpg
Dunkin Donuts Cups (styrofoam),Regular Trash,Dunkin Donuts Cups (paper),Regular Trash,0.6265803575515747,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Dunkin_Donuts_coffee_%288639293426%29.jpg/1600px-Dunkin_Donuts_coffee_%288639293426%29.jpg?20180518053933,/content/drive/My Drive/neurips_colab/dataset_final/plastic/dunkin-donuts-cups- styrofoam .jpg
Egg Cartons (clear plastic),Recycling,Egg Cartons (clear plastic),Recycling,0.9549402594566345,https://upload.wikimedia.org/wikipedia/commons/b/b7/Plastic_egg_carton.jpg?20180907172636,/content/drive/My Drive/neurips_colab/dataset_final/plastic/egg-cartons- clear-plastic .jpg
Egg Cartons (styrofoam),Regular Trash,Egg Cartons (styrofoam),Regular Trash,0.6549863219261169,https://upload.wikimedia.org/wikipedia/commons/e/e5/Hartschaum-Eierkarton.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/egg-cartons- styrofoam .jpg
Empty Motor Oil Bottles,Regular Trash,Motor Oil Bottles,Hazardous Waste,0.36127763986587524,https://recollect-images.global.ssl.fastly.net/api/image/500/b39f1a1e-eacb-11e9-96ac-d47a0104b5ca.svg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/empty-motor-oil-bottles.jpg
Eyeglass Cases,Reuse,Eyeglass Cases,Reuse,0.9757423400878906,https://images.pexels.com/photos/211280/pexels-photo-211280.jpeg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/eyeglass-cases.jpg
Flares,Private Disposal,Flares,Private Disposal,0.9708172082901001,https://upload.wikimedia.org/wikipedia/commons/7/7c/Flare_0.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/flares.jpg
Flat Screen Monitors,Appointment Collection Item,Flat Screen Monitors,Appointment Collection Item,0.7231294512748718,https://freesvg.org/img/molumen_LCD_Monitor.png,/content/drive/My Drive/neurips_colab/dataset_final/plastic/flat-screen-monitors_3.jpg
Flat Screen Televisions,Appointment Collection Item,TV,Appointment Collection Item,0.5422948598861694,https://creazilla-store.fra1.digitaloceanspaces.com/three_d_models/7873810/flat-screen-tv-3d-model-176278-md.jpeg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/flat-screen-televisions_4.jpg
Flower Pots (plastic),Regular Trash,Flower Pot,Regular Trash,0.7411096096038818,https://cdn.pixabay.com/photo/2018/10/29/17/30/flower-3781655_1280.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/flower-pots- plastic .jpg
Foam Packaging,Regular Trash,Foam Packaging,Regular Trash,0.8721016645431519,https://upload.wikimedia.org/wikipedia/commons/6/65/Expanded_polystyrene_foam_dunnage.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/foam-packaging.jpg
Foam Packaging,Regular Trash,Foam Packaging,Regular Trash,0.8721016645431519,https://upload.wikimedia.org/wikipedia/commons/6/65/Expanded_polystyrene_foam_dunnage.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/foam-packaging_1.jpg
Garage Door Opener,Electronics Recycling,Remotes,Electronics Recycling,0.7267932295799255,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Multi_Frequency_garage_door_remote_control_duplicator_Creasol_Multi.png/640px-Multi_Frequency_garage_door_remote_control_duplicator_Creasol_Multi.png,/content/drive/My Drive/neurips_colab/dataset_final/plastic/garage-door-opener_2.jpg
Garbage Disposal,Regular Trash,Garbage Disposal,Regular Trash,0.5336880683898926,https://upload.wikimedia.org/wikipedia/commons/a/a1/Garbage_disposal_unit_%2803%29.JPG,/content/drive/My Drive/neurips_colab/dataset_final/plastic/garbage-disposal.jpg
Gift Wrap,Regular Trash,Gift Wrap,Regular Trash,0.9655566811561584,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Sch%C3%B6ne_Geschenke.jpg/640px-Sch%C3%B6ne_Geschenke.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/gift-wrap.jpg
Hair Brush,Regular Trash,Hair Brush,Regular Trash,0.9871643781661987,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Hairbrush_with_metal_bristles.jpg/640px-Hairbrush_with_metal_bristles.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/hair-brush.jpg
Hair Straighteners,Electronics Recycling,Hair Straighteners,Electronics Recycling,0.9308318495750427,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Hair_straightener_TTH2510_by_Tescom_%282015-09-19%29.JPG/640px-Hair_straightener_TTH2510_by_Tescom_%282015-09-19%29.JPG,/content/drive/My Drive/neurips_colab/dataset_final/plastic/hair-straighteners_1.jpg
Hydrogen Peroxide,Hazardous Waste,Hydrogen Peroxide,Hazardous Waste,0.9998980760574341,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Hydrogen_peroxide_tanker_inspection_records.jpg/640px-Hydrogen_peroxide_tanker_inspection_records.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/hydrogen-peroxide.jpg
Inhaler,Regular Trash,Toothpaste Tube,Regular Trash,0.5821161270141602,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Inhaler_-_3230581981.jpg/640px-Inhaler_-_3230581981.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/inhaler.jpg
Juice Cartons,Regular Trash,Juice Cartons,Regular Trash,0.707923948764801,https://creazilla-store.fra1.digitaloceanspaces.com/cliparts/64136/carton-of-orange-juice-clipart-md.png,/content/drive/My Drive/neurips_colab/dataset_final/plastic/juice-cartons.jpg
Keyboard,Electronics Recycling,Keyboard,Electronics Recycling,0.9977280497550964,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Logitech_K750-3467.jpg/640px-Logitech_K750-3467.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/keyboard_1.jpg
Kitty Litter,Regular Trash,Kitty Litter,Regular Trash,0.9947360157966614,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Litter_box.jpg/640px-Litter_box.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/kitty-litter_1.jpg
Latex Gloves,Regular Trash,Latex Gloves,Regular Trash,0.9979943037033081,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Disposable_nitrile_glove.jpg/640px-Disposable_nitrile_glove.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/latex-gloves.jpg
Laundry Basket,Regular Trash,Laundry Basket,Regular Trash,0.6045261025428772,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/2021-07-24_repaired_laundry_basket_01.jpg/640px-2021-07-24_repaired_laundry_basket_01.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/laundry-basket_1.jpg
Legos,Regular Trash,Legos,Regular Trash,0.7607125639915466,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Red_lego_brick.png/640px-Red_lego_brick.png,/content/drive/My Drive/neurips_colab/dataset_final/plastic/legos.jpg
Lighters,Regular Trash,Disposable Lighters,Regular Trash,0.699070394039154,https://upload.wikimedia.org/wikipedia/commons/a/ae/BIC_lighter_2008-12-31.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/lighters.jpg
Lotion Bottles (empty),Recycling,Shampoo Bottle,Recycling,0.4741784632205963,https://static.openbeautyfacts.org/images/products/357/466/128/5894/front_en.4.400.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/lotion-bottles- empty .jpg
Luggage,Regular Trash,Luggage,Regular Trash,0.8108317255973816,https://images.rawpixel.com/image_800/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA4L3JtNTcyLWVsZW1lbnRzLTAyLmpwZw.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/luggage.jpg
Margarine Tubs,Curbside Food Waste Collection,Margarine Tubs,Curbside Food Waste Collection,0.778231143951416,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Clover_spread.jpg/1600px-Clover_spread.jpg?20210830111718,/content/drive/My Drive/neurips_colab/dataset_final/plastic/margarine-tubs.jpg
Microwave Popcorn Bags,Regular Trash,Microwave Popcorn Bags,Regular Trash,0.8937453627586365,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Microwave_popcorn_ACT_II.jpg/640px-Microwave_popcorn_ACT_II.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/microwave-popcorn-bags.jpg
Mouse (computer),Electronics Recycling,Mouse (computer),Electronics Recycling,0.9999210834503174,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Wheel_mouse.JPG/640px-Wheel_mouse.JPG,/content/drive/My Drive/neurips_colab/dataset_final/plastic/mouse- computer _1.jpg
Mug,Regular Trash,Mug,Regular Trash,0.8141453862190247,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/IBM_merchandising_coffee_mug_with_company_logo.jpg/640px-IBM_merchandising_coffee_mug_with_company_logo.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/mug_1.jpg
Packing Peanuts,Regular Trash,Packing Peanuts,Regular Trash,0.6786790490150452,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Packing_peanuts_plastic_packaging_material.jpg/640px-Packing_peanuts_plastic_packaging_material.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/packing-peanuts.jpg
Padded Envelopes,Regular Trash,Padded Envelopes,Regular Trash,0.5616326928138733,https://upload.wikimedia.org/wikipedia/commons/3/3e/Padded_Mailer.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/padded-envelopes.jpg
Paper Cups,Recycling,Coffee Cups (plastic),Recycling,0.42305198311805725,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Paper_Cups_-_isolated.png/640px-Paper_Cups_-_isolated.png,/content/drive/My Drive/neurips_colab/dataset_final/plastic/paper-cups.jpg
Patio Furniture (Plastic),Regular Trash - Bulky Items,Patio Furniture (Plastic),Regular Trash - Bulky Items,0.691241979598999,https://upload.wikimedia.org/wikipedia/commons/8/88/Plastic_outdoor_chair_1_2017-06-14.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/patio-furniture- plastic .jpg
Pens,Regular Trash,Mercury Thermometer,Hazardous Waste,0.9974155426025391,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Niceday_pen.jpg/640px-Niceday_pen.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/pens.jpg
Phone Case,Regular Trash,Cell Phone Accessories,Electronics Recycling,0.5647263526916504,https://img.rawpixel.com/s3fs-private/rawpixel_images/website_content/bs60-image-kwvym7nd-kynndacg.jpg?w=800&dpr=1&fit=default&crop=default&q=65&vib=3&con=3&usm=15&bg=F4F4F3&ixlib=js-2.2.1&s=186a921813970699113d8d5be8e07235,/content/drive/My Drive/neurips_colab/dataset_final/plastic/phone-case.jpg
Pill Bottles,Regular Trash,Pill Bottles,Regular Trash,0.6340771913528442,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Pill_Bottle_Spilled.jpg/640px-Pill_Bottle_Spilled.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/pill-bottles.jpg
Ping Pong Table,Regular Trash - Bulky Items,Ping Pong Table,Regular Trash - Bulky Items,0.9989093542098999,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Outdoor-ping-pong-table-600x600.png/640px-Outdoor-ping-pong-table-600x600.png,/content/drive/My Drive/neurips_colab/dataset_final/plastic/ping-pong-table.jpg
Plastic Bags,Regular Trash,Plastic Grocery Bags (clean),Regular Trash,0.7741855978965759,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Discarded_Meijer_plastic_bag.jpg/673px-Discarded_Meijer_plastic_bag.jpg?20200228195520,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-bags.jpg
Plastic Baskets,Recycling,Plastic Baskets,Recycling,0.8002377152442932,https://p1.pxfuel.com/preview/27/327/780/basket-shopping-green-stack.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-baskets.jpg
Plastic Bottle Caps,Recycling,Plastic Bottle Caps,Recycling,0.6372218728065491,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Fuzetea_red_plastic_bottle_cap%2C_Oude_Pekela_%282019%29.jpg/640px-Fuzetea_red_plastic_bottle_cap%2C_Oude_Pekela_%282019%29.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-bottle-caps.jpg
Plastic Bottles,Recycling,Plastic Bottles,Recycling,0.6719104051589966,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Plastic_bottles_before_processing.jpg/640px-Plastic_bottles_before_processing.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-bottles.jpg
Plastic Bucket,Recycling,Bowl (plastic),Regular Trash,0.5191754102706909,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Caustic_with_a_cusp_of_reflected_lamp_light_in_a_plastic_bucket%2C_2022_-_3.jpg/640px-Caustic_with_a_cusp_of_reflected_lamp_light_in_a_plastic_bucket%2C_2022_-_3.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-bucket.jpg
Plastic Caps,Recycling,Plastic Cup Lid,Regular Trash,0.6323934197425842,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/White_plastic_stopper.JPG/640px-White_plastic_stopper.JPG,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-caps.jpg
Plastic Cards,Regular Trash,Plastic Cards,Regular Trash,0.9774609804153442,https://p1.pxfuel.com/preview/154/291/806/cards-plastic-cards-card-credit-card.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-cards.jpg
Plastic Clothes Hangers,Regular Trash,Plastic Clothes Hangers,Regular Trash,0.5297529697418213,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Hanger_for_dresses.jpg/640px-Hanger_for_dresses.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-clothes-hangers.jpg
Plastic Cup Lid,Regular Trash,Plastic Cup Lid,Regular Trash,0.8399093151092529,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/HK_%E4%B8%AD%E7%92%B0_Central_Lunch_MacDonald%27s_drink_cup_plastic_cover_6PS_%E5%A1%91%E8%86%A0%E5%88%86%E9%A1%9E%E6%A8%99%E8%AA%8C_Resin_identification_code_Sept_2019_SSG_01.jpg/640px-HK_%E4%B8%AD%E7%92%B0_Central_Lunch_MacDonald%27s_drink_cup_plastic_cover_6PS_%E5%A1%91%E8%86%A0%E5%88%86%E9%A1%9E%E6%A8%99%E8%AA%8C_Resin_identification_code_Sept_2019_SSG_01.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-cup-lid.jpg
Plastic Cups (clear),Recycling,Plastic Cups (clear),Recycling,0.9574877023696899,https://c0.wallpaperflare.com/preview/280/202/500/clear-plastic-drinking-cup.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-cups- clear .jpg
Plastic Cups (colored),Regular Trash,Plastic Cups (colored),Regular Trash,0.9438757300376892,https://c2.peakpx.com/wallpaper/577/523/589/cup-drink-colorful-color-party-wallpaper-preview.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-cups- colored .jpg
Plastic Dishes,Regular Trash,Plastic Dishes,Regular Trash,0.47600123286247253,https://cdn.pixabay.com/photo/2014/12/23/11/55/plate-578251_1280.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-dishes.jpg
Plastic Food Trays,Recycling,Plastic Food Trays,Recycling,0.9636255502700806,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/UW_280639.jpg/1145px-UW_280639.jpg?20210511122631,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-food-trays.jpg
Plastic Food Wrap,Regular Trash,Plastic Food Wrap,Regular Trash,0.9007282257080078,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Saran_Wrap_02.JPG/640px-Saran_Wrap_02.JPG,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-food-wrap.jpg
Plastic Grocery Bags (clean),Regular Trash,Vacuum Bags (with plastic removed),Regular Trash,0.7966471910476685,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Plastic_shopping_bag_of_Sakae.JPG/640px-Plastic_shopping_bag_of_Sakae.JPG,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-grocery-bags- clean .jpg
Plastic Jars,Recycling,Mercury Thermometer,Hazardous Waste,0.48121801018714905,https://cdn2.picryl.com/photo/2013/05/26/a-plastic-jar-of-reward-coupons-lies-in-the-rubble-b8ce47-1024.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-jars.jpg
Plastic Jugs,Recycling,Plastic Bottles,Recycling,0.481812447309494,https://c.pxhere.com/photos/c2/6c/pet_jar_with_cap_plastic_pet_jar_container_bottle_cap_pvc-1275567.jpg!d,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-jugs.jpg
Plastic Make-up Jars,Regular Trash,Plastic Bottles,Recycling,0.33677372336387634,https://images.pexels.com/photos/5217786/pexels-photo-5217786.jpeg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-make-up-jars.jpg
Plastic Overwrap,Regular Trash,Bubble Wrap,Regular Trash,0.8747949004173279,https://c.pxhere.com/photos/00/10/photo-208448.jpg!d,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-overwrap.jpg
Plastic Pails (remove metal handles),Recycling,Plastic Bucket,Recycling,0.46336445212364197,https://p1.pxfuel.com/preview/372/358/446/buckets-wash-pail-clean-collect-carrier.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-pails- remove-metal-handles .jpg
Plastic Planting Trays (clean),Regular Trash,Plastic Planting Trays (clean),Regular Trash,0.9997803568840027,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Wikibooks_planting-seed_starter.jpg/1600px-Wikibooks_planting-seed_starter.jpg?20120319102659,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-planting-trays- clean .jpg
Plastic Plants,Regular Trash,Artificial Plants,Regular Trash,0.7364743947982788,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Plastic_Plant.png/640px-Plastic_Plant.png,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-plants.jpg
Plastic Toys,Regular Trash,Plastic Toys,Regular Trash,0.9858648777008057,https://p1.pxfuel.com/preview/694/716/25/toys-toy-children-toys-plastic-toys.jpg,/content/drive/My Drive/neurips_colab/dataset_final/plastic/plastic-toys.jpg
