,expected,output,output disposal,probability,url,img_name
Beans,Curbside Food Waste Collection,Black-eyed Peas,Curbside Food Waste Collection,0.645961582660675,https://thebrilliantkitchen.com/wp-content/uploads/2022/08/How-Long-Do-Baked-Beans-Last.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/beans.jpg
Bean Sprouts,Curbside Food Waste Collection,Bean Sprouts,Curbside Food Waste Collection,0.9998643398284912,https://www.publicdomainpictures.net/pictures/260000/nahled/bean-sprouts.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/bean-sprouts.jpg
Beef Ribs,Curbside Food Waste Collection,Pork Ribs,Curbside Food Waste Collection,0.638089656829834,https://upload.wikimedia.org/wikipedia/commons/f/f6/Interstate_Beef_Ribs.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/beef-ribs.jpg
Beet,Regular Trash,Beet,Regular Trash,0.9974135756492615,https://p0.pxfuel.com/preview/1001/636/43/beets-purple-green-vegetables.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/beet.jpg
Bird Food,Curbside Food Waste Collection,Bird Food,Curbside Food Waste Collection,0.9999505281448364,https://uploads-ssl.webflow.com/623236d8ac23bb57bd352b40/623239813698c67aa8401016_20210405-13-LEICAM10-R-LR002873.jpeg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/bird-food.jpg
Black Beans,Curbside Food Waste Collection,Black Beans,Curbside Food Waste Collection,0.9233558177947998,https://upload.wikimedia.org/wikipedia/commons/0/07/Black_Beans_in_Thailand_Photographed_by_Trisorn_Triboon.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/black-beans.jpg
Blackberry,Regular Trash,Blackberry,Regular Trash,0.6384347677230835,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Ripe%2C_ripening%2C_and_green_blackberries.jpg/800px-Ripe%2C_ripening%2C_and_green_blackberries.jpg?20080803230402,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/blackberry.jpg
Blackcurrant,Curbside Food Waste Collection,Blackcurrant,Curbside Food Waste Collection,0.48266297578811646,https://pixnio.com/free-images/flora-plants/fruits/blackcurrants-pictures/black-currant.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/blackcurrant.jpg
Black-eyed Peas,Curbside Food Waste Collection,Black-eyed Peas,Curbside Food Waste Collection,0.9910552501678467,https://upload.wikimedia.org/wikipedia/commons/d/d0/BlackEyedPeas.JPG,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/black-eyed-peas.jpg
Blueberry,Curbside Food Waste Collection,Blueberry,Curbside Food Waste Collection,0.9742145538330078,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Dish_of_blueberries.jpg/799px-Dish_of_blueberries.jpg?20171129170341,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/blueberry.jpg
Bones,Curbside Food Waste Collection,Chalk,Regular Trash,0.2654656171798706,https://www.publicdomainpictures.net/pictures/180000/nahled/bones-on-deck-2.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/bones.jpg
Bread,Curbside Food Waste Collection,Bread,Curbside Food Waste Collection,0.9960796236991882,https://upload.wikimedia.org/wikipedia/commons/3/33/Fresh_made_bread_05.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/bread.jpg
Breadfruit,Curbside Food Waste Collection,Breadfruit,Curbside Food Waste Collection,0.9924157857894897,https://cdn.pixabay.com/photo/2017/06/27/19/39/tropical-2448614_1280.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/breadfruit.jpg
Broad Beans,Curbside Food Waste Collection,Broad Beans,Curbside Food Waste Collection,0.5752962231636047,https://upload.wikimedia.org/wikipedia/commons/6/6b/Broad_beans_fully_clothed_-_stonesoup.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/broad-beans.jpg
Broccoli,Curbside Food Waste Collection,Broccoli,Curbside Food Waste Collection,0.9872149229049683,https://upload.wikimedia.org/wikipedia/commons/4/41/Broccoli.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/broccoli.jpg
Brussels Sprouts,Curbside Food Waste Collection,Brussels Sprouts,Curbside Food Waste Collection,0.5998639464378357,https://upload.wikimedia.org/wikipedia/commons/2/23/Brussels_sprout_closeup.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/brussels-sprouts.jpg
Butter,Curbside Food Waste Collection,Butter,Curbside Food Waste Collection,0.6326685547828674,https://img.rawpixel.com/s3fs-private/rawpixel_images/website_content/bs7594-image-kwvylrmn.jpg?w=800&dpr=1&fit=default&crop=default&q=65&vib=3&con=3&usm=15&bg=F4F4F3&ixlib=js-2.2.1&s=ea72dbe6b1418d6cf31e14be287bf2d6,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/butter.jpg
Cabbage,Curbside Food Waste Collection,Cabbage,Curbside Food Waste Collection,0.9252832531929016,https://cdn.pixabay.com/photo/2021/01/20/16/21/kohl-5934843_1280.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/cabbage.jpg
Candies,Curbside Food Waste Collection,Candies,Curbside Food Waste Collection,0.9888871312141418,https://p1.pxfuel.com/preview/232/1013/244/candy-hand-made-sweets-treat-confectionery.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/candies.jpg
Cantaloupe,Curbside Food Waste Collection,Melons,Curbside Food Waste Collection,0.4908713698387146,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Cantaloupe_cut_and_whole.jpg/800px-Cantaloupe_cut_and_whole.jpg?20130329004420,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/cantaloupe.jpg
Carrot,Curbside Food Waste Collection,Carrot,Curbside Food Waste Collection,0.9912077188491821,https://c.pxhere.com/photos/c7/ed/photo-1619269.jpg!d,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/carrot.jpg
Cauliflower,Curbside Food Waste Collection,Cauliflower,Curbside Food Waste Collection,0.9997853636741638,https://cdn.pixabay.com/photo/2019/08/27/09/27/cauliflower-4433774_1280.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/cauliflower.jpg
Celery,Curbside Food Waste Collection,Celery,Curbside Food Waste Collection,0.9964105486869812,https://p1.pxfuel.com/preview/651/33/196/celery-vegetables-healthy-vitamins.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/celery.jpg
Cereals,Curbside Food Waste Collection,Cereals,Curbside Food Waste Collection,0.94405198097229,https://thebrilliantkitchen.com/wp-content/uploads/2022/08/Does-Cereal-Expire.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/cereals.jpg
Cherry,Curbside Food Waste Collection,Cherry,Curbside Food Waste Collection,0.9877157807350159,https://images.pexels.com/photos/966416/pexels-photo-966416.jpeg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/cherry.jpg
Chicken,Curbside Food Waste Collection,Chicken,Curbside Food Waste Collection,0.6713114380836487,https://www.cookipedia.co.uk/wiki/images/6/61/%27Roast%27_chicken_SV_recipe.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/chicken.jpg
Chicken Bones,Curbside Food Waste Collection,Pork,Curbside Food Waste Collection,0.22749890387058258,https://upload.wikimedia.org/wikipedia/commons/e/e3/Fried_chicken_bones.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/chicken-bones.jpg
Chicken Wings,Curbside Food Waste Collection,Chicken Wings,Curbside Food Waste Collection,0.9986681938171387,https://upload.wikimedia.org/wikipedia/commons/5/5e/Chicken_Wings%2C_2013_%2801%29.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/chicken-wings.jpg
Chickpeas,Curbside Food Waste Collection,Chickpeas,Curbside Food Waste Collection,0.6504863500595093,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Chickpeas_%2814068981304%29.jpg/800px-Chickpeas_%2814068981304%29.jpg?20200227182752,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/chickpeas.jpg
Chicory,Curbside Food Waste Collection,Chicory,Curbside Food Waste Collection,0.9999985694885254,https://c1.peakpx.com/wallpaper/11/576/52/bloom-blossom-chicory-violet-flower-wallpaper.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/chicory.jpg
Chinese Cabbage,Curbside Food Waste Collection,Chinese Cabbage,Curbside Food Waste Collection,0.9172582030296326,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Napa_cabbages.png/450px-Napa_cabbages.png?20171113120926,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/chinese-cabbage.jpg
Chives,Curbside Food Waste Collection,Chives,Curbside Food Waste Collection,0.7636169195175171,https://upload.wikimedia.org/wikipedia/commons/8/8e/Cut_Garlic_Chives.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/chives.jpg
Christmas Trees,Special Instructions,Christmas Trees,Special Instructions,0.938254714012146,https://cdn.pixabay.com/photo/2016/01/19/17/49/christmas-tree-1149919_1280.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/christmas-trees.jpg
Christmas Wreaths,Regular Trash,Christmas Wreaths,Regular Trash,0.9998657703399658,https://cdn.stocksnap.io/img-thumbs/960w/christmas-wreath_FPKEVOM0F8.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/christmas-wreaths.jpg
Clementine,Curbside Food Waste Collection,Mandarin Orange,Curbside Food Waste Collection,0.8494275212287903,https://upload.wikimedia.org/wikipedia/commons/5/5d/Clementines_whole%2C_peeled%2C_half_and_sectioned.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/clementine.jpg
Coconut,Curbside Food Waste Collection,Coconut,Curbside Food Waste Collection,0.7246158123016357,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Coconuts_-_single_and_cracked_open.jpg/800px-Coconuts_-_single_and_cracked_open.jpg?20220128173232,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/coconut.jpg
Coffee Filters,Regular Trash,Coffee Filters,Regular Trash,0.9948877692222595,https://www.publicdomainpictures.net/pictures/10000/nahled/1453-12496876181VMD.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/coffee-filters.jpg
Cilantro,Curbside Food Waste Collection,Cilantro,Curbside Food Waste Collection,0.8085466027259827,https://upload.wikimedia.org/wikipedia/commons/c/c6/Cilantro_plants.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/cilantro.jpg
Collard Greens,Curbside Food Waste Collection,Collard Greens,Curbside Food Waste Collection,0.5336499810218811,https://upload.wikimedia.org/wikipedia/commons/b/bd/Collard_greens.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/collard-greens.jpg
Collards,Curbside Food Waste Collection,Collards,Curbside Food Waste Collection,0.8478348851203918,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Collards.jpg/800px-Collards.jpg?20130216185504,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/collards.jpg
Cookies,Curbside Food Waste Collection,Cookies,Curbside Food Waste Collection,0.9925901889801025,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Chocolate_Chip_Cookies_-_kimberlykv.jpg/800px-Chocolate_Chip_Cookies_-_kimberlykv.jpg?20100928145850,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/cookies.jpg
Cooking Oils,Curbside Food Waste Collection,Cooking Oils,Curbside Food Waste Collection,0.609774649143219,https://p0.pxfuel.com/preview/49/136/25/olive-oil-in-bottle-and-jug.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/cooking-oils.jpg
Corn,Curbside Food Waste Collection,Corn Cobs,Curbside Food Waste Collection,0.554756224155426,https://upload.wikimedia.org/wikipedia/commons/2/23/Corn_On_The_Cobb_From_The_Garden_%28120857039%29.jpeg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/corn.jpg
Corn Cobs,Curbside Food Waste Collection,Corn Cobs,Curbside Food Waste Collection,0.6838967800140381,https://c2.peakpx.com/wallpaper/47/779/644/corn-corn-on-the-cob-corn-kernels-wallpaper-preview.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/corn-cobs.jpg
Cotton Balls,Regular Trash,Cotton Balls,Regular Trash,0.9988775849342346,https://upload.wikimedia.org/wikipedia/commons/6/61/Cottonballs.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/cotton-balls.jpg
Couscous,Curbside Food Waste Collection,Couscous,Curbside Food Waste Collection,0.9965968728065491,https://www.cookipedia.co.uk/wiki/images/4/42/Broccoli_couscous_recipe.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/couscous.jpg
Crab,Curbside Food Waste Collection,Crab,Curbside Food Waste Collection,0.9759805202484131,https://i0.hippopx.com/photos/498/569/173/crab-food-gourmet-preview.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/crab.jpg
Crackers,Curbside Food Waste Collection,Crackers,Curbside Food Waste Collection,0.9999421834945679,https://upload.wikimedia.org/wikipedia/commons/1/1f/Nabisco_Original_Premium_saltine_crackers_1.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/crackers.jpg
Cranberry,Curbside Food Waste Collection,Cranberry,Curbside Food Waste Collection,0.9887542724609375,https://upload.wikimedia.org/wikipedia/commons/4/45/Cranberries20101210.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/cranberry.jpg
Cress,Regular Trash,Alfalfa Sprouts,Curbside Food Waste Collection,0.6562949419021606,https://p1.pxfuel.com/preview/904/199/620/garden-cress-cress-food-nutrition.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/cress.jpg
Cucumbers,Curbside Food Waste Collection,Zucchini,Curbside Food Waste Collection,0.5746358036994934,https://upload.wikimedia.org/wikipedia/commons/3/3e/Australia_Cucumbers_for_sale_at_store.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/cucumbers.jpg
Currant,Curbside Food Waste Collection,Currant,Curbside Food Waste Collection,0.9333155155181885,https://c.pxhere.com/images/2d/fa/17038c70de2c8c74d8bbcb7c6c85-1642841.jpg!d,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/currant.jpg
Damson,Regular Trash,Damson,Regular Trash,0.9748814105987549,https://upload.wikimedia.org/wikipedia/commons/8/8f/Damson_plum_fruit.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/damson.jpg
Date,Curbside Food Waste Collection,Raisin,Curbside Food Waste Collection,0.6240001916885376,https://img.rawpixel.com/s3fs-private/rawpixel_images/website_content/frdate_herb_berry_jujube-image-kybdx2bu.jpg?w=800&dpr=1&fit=default&crop=default&q=65&vib=3&con=3&usm=15&bg=F4F4F3&ixlib=js-2.2.1&s=cf5bb8e10362fc1ea7957e759cfff17f,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/date.jpg
Dead Animal,Private Disposal,Dead Animal,Private Disposal,0.8307159543037415,https://www.shutterstock.com/shutterstock/photos/1901096017/display_1500/stock-photo-the-body-of-a-dead-fox-the-dead-animal-decomposes-on-the-grass-1901096017.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/dead-animal.jpg
Dough,Curbside Food Waste Collection,Dough,Curbside Food Waste Collection,0.9921823143959045,https://www.cookipedia.co.uk/wiki/images/c/c6/My_pizza_dough_recipe.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/dough.jpg
Dryer Lint,Regular Trash,Dryer Lint,Regular Trash,0.7581580877304077,https://upload.wikimedia.org/wikipedia/commons/2/23/Dryer_lint.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/dryer-lint.jpg
Eggplant,Curbside Food Waste Collection,Eggplant,Curbside Food Waste Collection,0.9978804588317871,https://upload.wikimedia.org/wikipedia/commons/d/d8/3_x_Small_eggplant_2017_B.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/eggplant.jpg
Eggs,Curbside Food Waste Collection,Eggs,Curbside Food Waste Collection,0.8781039714813232,https://live.staticflickr.com/5137/5483256997_7ac715aa83_b.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/eggs.jpg
Egg Shells,Curbside Food Waste Collection,Egg Shells,Curbside Food Waste Collection,0.9946840405464172,https://p1.pxfuel.com/preview/258/941/100/broken-eggs-calcium-shells.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/egg-shells.jpg
Elderberry,Curbside Food Waste Collection,Elderberry,Curbside Food Waste Collection,0.9903460144996643,https://upload.wikimedia.org/wikipedia/commons/a/a9/Sambucus-berries.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/elderberry.jpg
Endive,Regular Trash,Lettuce,Curbside Food Waste Collection,0.41514885425567627,https://cdn.pixabay.com/photo/2018/09/21/13/59/endive-3693164_1280.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/endive.jpg
Fennel,Curbside Food Waste Collection,Fennel,Curbside Food Waste Collection,0.452725350856781,https://upload.wikimedia.org/wikipedia/commons/6/65/Fennel_seed.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/fennel.jpg
Feathers,Regular Trash,Feathers,Regular Trash,0.9995201826095581,https://www.publicdomainpictures.net/pictures/420000/nahled/view-of-a-collection-of-feathers.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/feathers.jpg
Fiddleheads,Curbside Food Waste Collection,Fiddleheads,Curbside Food Waste Collection,0.9895484447479248,https://upload.wikimedia.org/wikipedia/commons/5/53/Matteuccia_struthiopteris_fiddleheads.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/fiddleheads.jpg
Fig,Curbside Food Waste Collection,Fig,Curbside Food Waste Collection,0.9993252754211426,https://st2.depositphotos.com/1020804/8623/i/950/depositphotos_86239118-stock-photo-ripe-fig-fruits-on-in.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/fig.jpg
Fish,Curbside Food Waste Collection,Fish,Curbside Food Waste Collection,0.3689744770526886,https://i1.pickpik.com/photos/762/119/808/fish-sea-trout-salmo-trutta-salzwasserfisch-preview.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/fish.jpg
Flowers,Curbside Food Waste Collection,Peach,Curbside Food Waste Collection,0.5903550386428833,https://images.pexels.com/photos/39517/rose-flower-blossom-bloom-39517.jpeg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/flowers.jpg
Food Scraps,Curbside Food Waste Collection,Food Scraps,Curbside Food Waste Collection,0.5495046377182007,https://www.biocycle.net/wp-content/uploads/2022/06/close.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/food-scraps.jpg
Fruit,Curbside Food Waste Collection,Fruit Peels,Curbside Food Waste Collection,0.4579152464866638,https://upload.wikimedia.org/wikipedia/commons/7/79/Misc_fruit.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/fruit.jpg
Fruit Peels,Curbside Food Waste Collection,Food Waste,Curbside Food Waste Collection,0.46077656745910645,https://p0.pxfuel.com/preview/118/622/394/fruit-peels-waste-pomelo.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/fruit-peels.jpg
Garbanzo Beans,Curbside Food Waste Collection,Soybeans,Curbside Food Waste Collection,0.589783787727356,https://live.staticflickr.com/2658/4104533802_3d1c360a3e_b.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/garbanzo-beans.jpg
Garlic,Curbside Food Waste Collection,Garlic,Curbside Food Waste Collection,0.9984267950057983,https://upload.wikimedia.org/wikipedia/commons/2/22/Garlic.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/garlic.jpg
Ginger,Curbside Food Waste Collection,Bamboo Shoot,Curbside Food Waste Collection,0.499272882938385,https://www.sprayedout.com/wp-content/uploads/2021/01/ginger-web.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/ginger.jpg
Gooseberry,Curbside Food Waste Collection,Gooseberry,Curbside Food Waste Collection,0.9964351654052734,https://cdn.pixabay.com/photo/2020/05/07/01/00/gooseberry-5139801_1280.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/gooseberry.jpg
Gourds,Curbside Food Waste Collection,Gourds,Curbside Food Waste Collection,0.7376500964164734,https://p1.pxfuel.com/preview/290/311/777/gourds-fall-autumn-pumpkin.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/gourds.jpg
Grains,Curbside Food Waste Collection,Bird Food,Curbside Food Waste Collection,0.5158817172050476,https://pixnio.com/free-images/flora-plants/seeds/sunflower-seed-corn-oats-barley-and-other-grains.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/grains.jpg
Grapefruit,Curbside Food Waste Collection,Grapefruit,Curbside Food Waste Collection,0.9990864992141724,https://upload.wikimedia.org/wikipedia/commons/a/ae/Citrus_paradisi_%28Grapefruit%2C_pink%29-2.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/grapefruit.jpg
Grass Clippings,Leaf and Yard Waste,Wheelbarrow,Regular Trash - Bulky Items,0.7438724637031555,https://empire-s3-production.bobvila.com/articles/wp-content/uploads/2021/05/how-to-use-grass-clippings.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/grass-clippings.jpg
Gravy,Curbside Food Waste Collection,Gravy,Curbside Food Waste Collection,0.9065303802490234,https://upload.wikimedia.org/wikipedia/commons/1/1d/Making_the_gravy_sauce_%285300009066%29.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/gravy.jpg
Green beans,Curbside Food Waste Collection,Green beans,Curbside Food Waste Collection,0.9181669354438782,https://upload.wikimedia.org/wikipedia/commons/d/dc/Green_beans_169clue.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/green-beans.jpg
Guava,Curbside Food Waste Collection,Guava,Curbside Food Waste Collection,0.8210705518722534,https://upload.wikimedia.org/wikipedia/commons/0/02/Guava_ID.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/guava.jpg
Gum,Regular Trash,Pills,Hazardous Waste,0.6440638303756714,https://p1.pxfuel.com/preview/599/369/219/chewing-gum-color-vessel-glass.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/gum.jpg
Hair,Regular Trash,Hair,Regular Trash,0.7116199135780334,https://upload.wikimedia.org/wikipedia/commons/8/85/Cut-off_ponytail_%28close_in%29.JPG,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/hair.jpg
Hay,Leaf and Yard Waste,Hay,Leaf and Yard Waste,0.9980911612510681,https://cdn.pixabay.com/photo/2019/07/19/12/34/hay-4348733_1280.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/hay.jpg
Herbs,Regular Trash,Herbs,Regular Trash,0.8249469995498657,https://p1.pxfuel.com/preview/496/995/664/culinary-herbs-marjoram-sage-thyme-st-john-s-wort-spice.jpg,/content/drive/My Drive/neurips_colab/dataset_final/organic_matter/herbs.jpg
